entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_usd,bars_held
2024-01-02 03:40:00+00:00,2024-01-02 04:10:00+00:00,94.94632169025338,95.6676983922904,0.7597731952064364,329.8865976032182,6
2024-01-03 13:00:00+00:00,2024-01-03 13:15:00+00:00,82.74960831586566,83.19034429175296,0.5326139722679561,216.3069861339781,3
2024-01-04 02:30:00+00:00,2024-01-04 02:50:00+00:00,78.81948398594609,78.68208623262521,-0.1743195290968686,-137.1597645484343,4
2024-01-08 00:40:00+00:00,2024-01-08 01:00:00+00:00,51.52889700192287,51.62234534334248,0.18135133266315073,40.67566633157537,4
2024-01-11 12:15:00+00:00,2024-01-11 12:40:00+00:00,61.858306257969396,62.476172729142256,0.9988415599291622,449.42077996458113,5
2024-01-12 19:30:00+00:00,2024-01-12 20:15:00+00:00,62.706299301891534,62.48661629834663,-0.35033641913273356,-225.16820956636678,9
2024-01-13 01:50:00+00:00,2024-01-13 02:45:00+00:00,65.27811074767726,64.45797901099192,-1.2563656136670933,-678.1828068335466,11
2024-01-23 07:10:00+00:00,2024-01-23 08:10:00+00:00,86.55505844606176,87.88767375061735,1.539615741101983,719.8078705509915,12
2024-02-08 00:45:00+00:00,2024-02-08 01:25:00+00:00,70.52569271346634,72.05150406384155,2.163482968645645,1031.7414843228225,8
2024-02-09 00:25:00+00:00,2024-02-09 01:00:00+00:00,74.87689223099413,75.13845811949386,0.34932791774103633,124.66395887051817,7
2024-02-09 06:30:00+00:00,2024-02-09 06:55:00+00:00,72.78725035236901,72.99118692155899,0.28018171891739824,90.09085945869913,5
2024-02-19 07:50:00+00:00,2024-02-19 08:35:00+00:00,53.76634813875174,53.6828663094425,-0.1552678063494263,-127.63390317471315,9
2024-02-20 04:20:00+00:00,2024-02-20 05:10:00+00:00,56.199435879735574,55.849115199915566,-0.6233526624176082,-361.6763312088041,10
2024-02-20 12:40:00+00:00,2024-02-20 13:00:00+00:00,59.72856953319481,59.36000490644416,-0.6170658859422595,-358.5329429711298,4
2024-02-22 08:40:00+00:00,2024-02-22 10:15:00+00:00,62.67988273244516,63.23596865054587,0.8871840435222527,393.5920217611264,19
2024-02-24 04:55:00+00:00,2024-02-24 05:05:00+00:00,62.5872120135854,62.49262583478402,-0.15112700463610274,-125.56350231805136,2
2024-03-21 03:40:00+00:00,2024-03-21 04:10:00+00:00,131.62545473465252,131.3552231688388,-0.20530342429471438,-152.6517121473572,6
2024-03-21 16:00:00+00:00,2024-03-21 16:30:00+00:00,140.2135153981351,142.2457014006185,1.4493510106447476,674.6755053223737,6
2024-03-23 05:30:00+00:00,2024-03-23 06:00:00+00:00,166.2255074416019,167.3244252277126,0.6611005753715384,280.5502876857692,6
2024-03-26 02:15:00+00:00,2024-03-26 02:30:00+00:00,204.73243944884052,202.94466059289306,-0.8732269594209585,-486.6134797104793,3
2024-03-26 02:50:00+00:00,2024-03-26 03:05:00+00:00,204.0643136267422,203.83701620044033,-0.11138519139491866,-105.69259569745932,3
2024-03-30 04:35:00+00:00,2024-03-30 05:10:00+00:00,251.97676063383355,255.64033684690833,1.4539341659362768,676.9670829681385,7
2024-03-31 01:45:00+00:00,2024-03-31 02:30:00+00:00,252.0401509326426,250.93705208220132,-0.4376679058314349,-268.8339529157174,9
2024-04-01 07:25:00+00:00,2024-04-01 07:40:00+00:00,281.0102832073113,282.09603899542,0.3863758207409284,143.18791037046418,3
2024-04-01 13:30:00+00:00,2024-04-01 14:15:00+00:00,291.1978377711737,297.38108600021695,2.123383977151003,1011.6919885755015,9
2024-04-10 10:00:00+00:00,2024-04-10 10:35:00+00:00,321.3799036162908,323.6198634406308,0.6969819205044019,298.4909602522009,7
2024-05-05 03:00:00+00:00,2024-05-05 03:25:00+00:00,335.7914728690835,337.0432280194721,0.37277752758082006,136.38876379041002,5
2024-05-05 22:50:00+00:00,2024-05-05 23:05:00+00:00,360.2541728729773,361.6847112162094,0.39709140128031534,148.54570064015766,3
2024-05-06 16:20:00+00:00,2024-05-06 17:25:00+00:00,388.8025731751624,389.5134661541278,0.18284163429265832,41.420817146329156,13
